"CustomerId","InvoiceDate","BillingCity","Partition"
39,"2010-10-16 00:00:00",Paris,6
39,"2011-06-06 00:00:00",Paris,7
40,"2011-06-19 00:00:00",Paris,8
40,"2011-09-21 00:00:00",Paris,9
40,"2011-12-24 00:00:00",Paris,10
40,"2012-08-13 00:00:00",Paris,11
39,"2012-11-27 00:00:00",Paris,12
39,"2013-01-07 00:00:00",Paris,13
39,"2013-09-07 00:00:00",Paris,14
35,"2010-07-13 00:00:00",Porto,1
35,"2010-10-15 00:00:00",Porto,2
35,"2011-01-17 00:00:00",Porto,3
35,"2011-09-07 00:00:00",Porto,4
35,"2013-02-28 00:00:00",Porto,5
35,"2013-04-10 00:00:00",Porto,6
35,"2013-12-09 00:00:00",Porto,7
6,"2009-07-11 00:00:00",Prague,1
5,"2009-12-08 00:00:00",Prague,2
5,"2010-03-12 00:00:00",Prague,3
5,"2010-06-14 00:00:00",Prague,4
5,"2011-02-02 00:00:00",Prague,5
6,"2011-02-15 00:00:00",Prague,6
6,"2011-05-20 00:00:00",Prague,7
6,"2011-08-22 00:00:00",Prague,8
6,"2012-04-11 00:00:00",Prague,9
5,"2012-07-26 00:00:00",Prague,10
5,"2012-09-05 00:00:00",Prague,11
5,"2013-05-06 00:00:00",Prague,12
6,"2013-10-03 00:00:00",Prague,13
6,"2013-11-13 00:00:00",Prague,14
17,"2009-03-04 00:00:00",Redmond,1
17,"2009-06-06 00:00:00",Redmond,2
17,"2009-09-08 00:00:00",Redmond,3
17,"2010-04-29 00:00:00",Redmond,4
17,"2011-10-21 00:00:00",Redmond,5
17,"2011-12-01 00:00:00",Redmond,6
17,"2012-07-31 00:00:00",Redmond,7
21,"2009-03-05 00:00:00",Reno,1
21,"2009-06-07 00:00:00",Reno,2
21,"2010-01-26 00:00:00",Reno,3
21,"2011-07-20 00:00:00",Reno,4
21,"2011-08-30 00:00:00",Reno,5
21,"2012-04-29 00:00:00",Reno,6
21,"2013-12-04 00:00:00",Reno,7
12,"2009-05-23 00:00:00",Rio de Janeiro,1
12,"2010-11-14 00:00:00",Rio de Janeiro,2
12,"2010-12-25 00:00:00",Rio de Janeiro,3
12,"2011-08-25 00:00:00",Rio de Janeiro,4
12,"2013-03-31 00:00:00",Rio de Janeiro,5
12,"2013-07-03 00:00:00",Rio de Janeiro,6
12,"2013-10-05 00:00:00",Rio de Janeiro,7
47,"2009-10-07 00:00:00",Rome,1
47,"2010-01-09 00:00:00",Rome,2
47,"2010-04-13 00:00:00",Rome,3
47,"2010-12-02 00:00:00",Rome,4
47,"2012-05-25 00:00:00",Rome,5
47,"2012-07-05 00:00:00",Rome,6
47,"2013-03-05 00:00:00",Rome,7
28,"2009-11-07 00:00:00",Salt Lake City,1
28,"2009-12-18 00:00:00",Salt Lake City,2
28,"2010-08-18 00:00:00",Salt Lake City,3
28,"2012-03-24 00:00:00",Salt Lake City,4
28,"2012-06-26 00:00:00",Salt Lake City,5
28,"2012-09-28 00:00:00",Salt Lake City,6
28,"2013-05-19 00:00:00",Salt Lake City,7
57,"2009-04-04 00:00:00",Santiago,1
57,"2009-05-15 00:00:00",Santiago,2
57,"2010-01-13 00:00:00",Santiago,3
57,"2011-08-20 00:00:00",Santiago,4
57,"2011-11-22 00:00:00",Santiago,5
57,"2012-02-24 00:00:00",Santiago,6
57,"2012-10-14 00:00:00",Santiago,7
55,"2009-04-04 00:00:00",Sidney,1
55,"2009-07-07 00:00:00",Sidney,2
55,"2009-10-09 00:00:00",Sidney,3
55,"2010-05-30 00:00:00",Sidney,4
55,"2011-11-21 00:00:00",Sidney,5
55,"2012-01-01 00:00:00",Sidney,6
55,"2012-08-31 00:00:00",Sidney,7
51,"2009-07-06 00:00:00",Stockholm,1
51,"2009-10-08 00:00:00",Stockholm,2
51,"2010-01-10 00:00:00",Stockholm,3
51,"2010-08-31 00:00:00",Stockholm,4
51,"2012-02-22 00:00:00",Stockholm,5
51,"2012-04-03 00:00:00",Stockholm,6
51,"2012-12-02 00:00:00",Stockholm,7
2,"2009-01-01 00:00:00",Stuttgart,1
2,"2009-02-11 00:00:00",Stuttgart,2
2,"2009-10-12 00:00:00",Stuttgart,3
2,"2011-05-19 00:00:00",Stuttgart,4
2,"2011-08-21 00:00:00",Stuttgart,5
2,"2011-11-23 00:00:00",Stuttgart,6
2,"2012-07-13 00:00:00",Stuttgart,7
1,"2010-03-11 00:00:00",São José dos Campos,1
1,"2010-06-13 00:00:00",São José dos Campos,2
1,"2010-09-15 00:00:00",São José dos Campos,3
1,"2011-05-06 00:00:00",São José dos Campos,4
1,"2012-10-27 00:00:00",São José dos Campos,5
1,"2012-12-07 00:00:00",São José dos Campos,6
1,"2013-08-07 00:00:00",São José dos Campos,7
10,"2009-04-09 00:00:00",São Paulo,1
11,"2009-09-06 00:00:00",São Paulo,2
11,"2009-10-17 00:00:00",São Paulo,3
11,"2010-06-17 00:00:00",São Paulo,4
10,"2010-11-14 00:00:00",São Paulo,5
10,"2011-02-16 00:00:00",São Paulo,6
10,"2011-05-21 00:00:00",São Paulo,7
10,"2012-01-09 00:00:00",São Paulo,8
11,"2012-01-22 00:00:00",São Paulo,9
11,"2012-04-25 00:00:00",São Paulo,10
11,"2012-07-28 00:00:00",São Paulo,11
11,"2013-03-18 00:00:00",São Paulo,12
10,"2013-07-02 00:00:00",São Paulo,13
10,"2013-08-12 00:00:00",São Paulo,14
29,"2009-07-24 00:00:00",Toronto,1
29,"2011-01-15 00:00:00",Toronto,2
29,"2011-02-25 00:00:00",Toronto,3
29,"2011-10-26 00:00:00",Toronto,4
29,"2013-06-01 00:00:00",Toronto,5
29,"2013-09-03 00:00:00",Toronto,6
29,"2013-12-06 00:00:00",Toronto,7
27,"2009-06-10 00:00:00",Tucson,1
27,"2011-01-15 00:00:00",Tucson,2
27,"2011-04-19 00:00:00",Tucson,3
27,"2011-07-22 00:00:00",Tucson,4
27,"2012-03-11 00:00:00",Tucson,5
27,"2013-09-02 00:00:00",Tucson,6
27,"2013-10-13 00:00:00",Tucson,7
15,"2009-06-05 00:00:00",Vancouver,1
15,"2009-07-16 00:00:00",Vancouver,2
15,"2010-03-16 00:00:00",Vancouver,3
15,"2011-10-21 00:00:00",Vancouver,4
15,"2012-01-23 00:00:00",Vancouver,5
15,"2012-04-26 00:00:00",Vancouver,6
15,"2012-12-15 00:00:00",Vancouver,7
7,"2009-12-08 00:00:00",Vienne,1
7,"2010-01-18 00:00:00",Vienne,2
7,"2010-09-18 00:00:00",Vienne,3
7,"2012-04-24 00:00:00",Vienne,4
7,"2012-07-27 00:00:00",Vienne,5
7,"2012-10-29 00:00:00",Vienne,6
7,"2013-06-19 00:00:00",Vienne,7
49,"2009-10-07 00:00:00",Warsaw,1
49,"2009-11-17 00:00:00",Warsaw,2
49,"2010-07-18 00:00:00",Warsaw,3
49,"2012-02-22 00:00:00",Warsaw,4
49,"2012-05-26 00:00:00",Warsaw,5
49,"2012-08-28 00:00:00",Warsaw,6
49,"2013-04-18 00:00:00",Warsaw,7
32,"2009-08-06 00:00:00",Winnipeg,1
32,"2009-09-16 00:00:00",Winnipeg,2
32,"2010-05-17 00:00:00",Winnipeg,3
32,"2011-12-22 00:00:00",Winnipeg,4
32,"2012-03-25 00:00:00",Winnipeg,5
32,"2012-06-27 00:00:00",Winnipeg,6
32,"2013-02-15 00:00:00",Winnipeg,7
33,"2009-04-22 00:00:00",Yellowknife,1
33,"2010-10-14 00:00:00",Yellowknife,2
33,"2010-11-24 00:00:00",Yellowknife,3
33,"2011-07-25 00:00:00",Yellowknife,4
33,"2013-02-28 00:00:00",Yellowknife,5
33,"2013-06-02 00:00:00",Yellowknife,6
33,"2013-09-04 00:00:00",Yellowknife,7
